"Date","Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA"
"04 Apr 11","0.5153"
"01 Apr 11","0.5283"
"31 Mar 11","0.5396"
"30 Mar 11","0.5202"
"29 Mar 11","0.5139"
"28 Mar 11","0.5175"
"25 Mar 11","0.5188"
"24 Mar 11","0.5125"
"23 Mar 11","0.5078"
"22 Mar 11","0.517"
"21 Mar 11","0.5166"
"18 Mar 11","0.5183"
"17 Mar 11","0.5156"
"16 Mar 11","0.5133"
"15 Mar 11","0.5129"
"14 Mar 11","0.5154"
"11 Mar 11","0.5142"
"10 Mar 11","0.5124"
"09 Mar 11","0.5107"
"08 Mar 11","0.5138"
"07 Mar 11","0.5176"
"04 Mar 11","0.5155"
"03 Mar 11","0.5122"
"02 Mar 11","0.5086"
"01 Mar 11","0.5105"
"28 Feb 11","0.5136"
"25 Feb 11","0.5102"
"24 Feb 11","0.5087"
"23 Feb 11","0.5078"
"22 Feb 11","0.51"
"21 Feb 11","0.5102"
"18 Feb 11","0.5107"
"17 Feb 11","0.5091"
"16 Feb 11","0.5093"
"15 Feb 11","0.5152"
"14 Feb 11","0.5118"
"11 Feb 11","0.5157"
"10 Feb 11","0.5083"
"09 Feb 11","0.5047"
"08 Feb 11","0.5048"
"07 Feb 11","0.4999"
"04 Feb 11","0.5094"
"03 Feb 11","0.5039"
"02 Feb 11","0.5024"
"01 Feb 11","0.5017"
"31 Jan 11","0.5108"
"28 Jan 11","0.5079"
"27 Jan 11","0.5071"
"26 Jan 11","0.505"
"25 Jan 11","0.5036"
"24 Jan 11","0.5059"
"21 Jan 11","0.5062"
"20 Jan 11","0.5023"
"19 Jan 11","0.5068"
"18 Jan 11","0.5065"
"17 Jan 11","0.5036"
"14 Jan 11","0.5041"
"13 Jan 11","0.5038"
"12 Jan 11","0.5034"
"11 Jan 11","0.5029"
"10 Jan 11","0.5081"
"07 Jan 11","0.5069"
"06 Jan 11","0.5052"
"05 Jan 11","0.5071"
"04 Jan 11","0.511"
"31 Dec 10","0.5564"
"30 Dec 10","0.5131"
"29 Dec 10","0.5129"
"24 Dec 10","0.5208"
"23 Dec 10","0.5118"
"22 Dec 10","0.5144"
"21 Dec 10","0.5134"
"20 Dec 10","0.5113"
"17 Dec 10","0.5164"
"16 Dec 10","0.5149"
"15 Dec 10","0.5133"
"14 Dec 10","0.5175"
"13 Dec 10","0.5117"
"10 Dec 10","0.5192"
"09 Dec 10","0.5161"
"08 Dec 10","0.5185"
"07 Dec 10","0.5129"
"06 Dec 10","0.5145"
"03 Dec 10","0.5145"
"02 Dec 10","0.5167"
"01 Dec 10","0.5234"
"30 Nov 10","0.524"
"29 Nov 10","0.5121"
"26 Nov 10","0.5134"
"25 Nov 10","0.5094"
"24 Nov 10","0.5081"
"23 Nov 10","0.5065"
"22 Nov 10","0.505"
"19 Nov 10","0.5088"
"18 Nov 10","0.504"
"17 Nov 10","0.5045"
"16 Nov 10","0.5049"
"15 Nov 10","0.5065"
"12 Nov 10","0.5075"
"11 Nov 10","0.5063"
"10 Nov 10","0.5079"
"09 Nov 10","0.5065"
"08 Nov 10","0.5106"
"05 Nov 10","0.5101"
"04 Nov 10","0.5045"
"03 Nov 10","0.5078"
"02 Nov 10","0.5084"
"01 Nov 10","0.5117"
"29 Oct 10","0.5124"
"28 Oct 10","0.5069"
"27 Oct 10","0.5111"
"26 Oct 10","0.5087"
"25 Oct 10","0.5056"
"22 Oct 10","0.5095"
"21 Oct 10","0.5075"
"20 Oct 10","0.5091"
"19 Oct 10","0.5097"
"18 Oct 10","0.5073"
"15 Oct 10","0.514"
"14 Oct 10","0.5102"
"13 Oct 10","0.5041"
"12 Oct 10","0.504"
"11 Oct 10","0.505"
"08 Oct 10","0.5028"
"07 Oct 10","0.5026"
"06 Oct 10","0.5067"
"05 Oct 10","0.506"
"04 Oct 10","0.5092"
"01 Oct 10","0.5213"
"30 Sep 10","0.5227"
"29 Sep 10","0.5035"
"28 Sep 10","0.5019"
"27 Sep 10","0.5068"
"24 Sep 10","0.5043"
"23 Sep 10","0.5011"
"22 Sep 10","0.5005"
"21 Sep 10","0.501"
"20 Sep 10","0.5042"
"17 Sep 10","0.5066"
"16 Sep 10","0.5027"
"15 Sep 10","0.4974"
"14 Sep 10","0.4994"
"13 Sep 10","0.4974"
"10 Sep 10","0.4994"
"09 Sep 10","0.4959"
"08 Sep 10","0.4956"
"07 Sep 10","0.4966"
"06 Sep 10","0.4974"
"03 Sep 10","0.4979"
"02 Sep 10","0.4961"
"01 Sep 10","0.4929"
"31 Aug 10","0.5007"
"27 Aug 10","0.4969"
"26 Aug 10","0.4928"
"25 Aug 10","0.4937"
"24 Aug 10","0.4891"
"23 Aug 10","0.4906"
"20 Aug 10","0.4913"
"19 Aug 10","0.4889"
"18 Aug 10","0.4879"
"17 Aug 10","0.4895"
"16 Aug 10","0.4893"
"13 Aug 10","0.4903"
"12 Aug 10","0.4904"
"11 Aug 10","0.4894"
"10 Aug 10","0.489"
"09 Aug 10","0.4897"
"06 Aug 10","0.4909"
"05 Aug 10","0.4902"
"04 Aug 10","0.4906"
"03 Aug 10","0.4889"
"02 Aug 10","0.4903"
"30 Jul 10","0.4916"
"29 Jul 10","0.4874"
"28 Jul 10","0.4891"
"27 Jul 10","0.4899"
"26 Jul 10","0.4934"
"23 Jul 10","0.4897"
"22 Jul 10","0.4914"
"21 Jul 10","0.4896"
"20 Jul 10","0.4883"
"19 Jul 10","0.4855"
"16 Jul 10","0.4891"
"15 Jul 10","0.4882"
"14 Jul 10","0.4903"
"13 Jul 10","0.4896"
"12 Jul 10","0.4886"
"09 Jul 10","0.4877"
"08 Jul 10","0.4934"
"07 Jul 10","0.4914"
"06 Jul 10","0.4914"
"05 Jul 10","0.4912"
"02 Jul 10","0.4895"
"01 Jul 10","0.4933"
"30 Jun 10","0.5005"
"29 Jun 10","0.4901"
"28 Jun 10","0.487"
"25 Jun 10","0.4872"
"24 Jun 10","0.4882"
"23 Jun 10","0.4874"
"22 Jun 10","0.4867"
"21 Jun 10","0.4895"
"18 Jun 10","0.4878"
"17 Jun 10","0.4863"
"16 Jun 10","0.486"
"15 Jun 10","0.488"
"14 Jun 10","0.4875"
"11 Jun 10","0.4873"
"10 Jun 10","0.4855"
"09 Jun 10","0.4848"
"08 Jun 10","0.4831"
"07 Jun 10","0.4831"
"04 Jun 10","0.4838"
"03 Jun 10","0.4834"
"02 Jun 10","0.4857"
"01 Jun 10","0.4852"
"28 May 10","0.4833"
"27 May 10","0.4866"
"26 May 10","0.4889"
"25 May 10","0.4927"
"24 May 10","0.4853"
"21 May 10","0.4887"
"20 May 10","0.4825"
"19 May 10","0.4788"
"18 May 10","0.4804"
"17 May 10","0.4793"
"14 May 10","0.4836"
"13 May 10","0.4773"
"12 May 10","0.4824"
"11 May 10","0.4869"
"10 May 10","0.4966"
"07 May 10","0.4944"
"06 May 10","0.4772"
"05 May 10","0.4801"
"04 May 10","0.4744"
"30 Apr 10","0.4769"
"29 Apr 10","0.4753"
"28 Apr 10","0.4745"
"27 Apr 10","0.4716"
"26 Apr 10","0.475"
"23 Apr 10","0.4743"
"22 Apr 10","0.4729"
"21 Apr 10","0.4721"
"20 Apr 10","0.4717"
"19 Apr 10","0.4728"
"16 Apr 10","0.4694"
"15 Apr 10","0.4756"
"14 Apr 10","0.4717"
"13 Apr 10","0.4738"
"12 Apr 10","0.47"
"09 Apr 10","0.4708"
"08 Apr 10","0.4698"
"07 Apr 10","0.4698"
"06 Apr 10","0.4712"
"01 Apr 10","0.4735"
"31 Mar 10","0.4707"
"30 Mar 10","0.4699"
"29 Mar 10","0.4728"
"26 Mar 10","0.4716"
"25 Mar 10","0.4736"
"24 Mar 10","0.4712"
"23 Mar 10","0.4742"
"22 Mar 10","0.4711"
"19 Mar 10","0.4698"
"18 Mar 10","0.4682"
"17 Mar 10","0.4699"
"16 Mar 10","0.4737"
"15 Mar 10","0.4715"
"12 Mar 10","0.4732"
"11 Mar 10","0.4681"
"10 Mar 10","0.4697"
"09 Mar 10","0.4758"
"08 Mar 10","0.4725"
"05 Mar 10","0.4744"
"04 Mar 10","0.4657"
"03 Mar 10","0.4674"
"02 Mar 10","0.4746"
"01 Mar 10","0.4692"
"26 Feb 10","0.4708"
"25 Feb 10","0.4673"
"24 Feb 10","0.4679"
"23 Feb 10","0.4728"
"22 Feb 10","0.4686"
"19 Feb 10","0.4714"
"18 Feb 10","0.4686"
"17 Feb 10","0.4676"
"16 Feb 10","0.4653"
"15 Feb 10","0.4672"
"12 Feb 10","0.47"
"11 Feb 10","0.4708"
"10 Feb 10","0.4661"
"09 Feb 10","0.473"
"08 Feb 10","0.4687"
"05 Feb 10","0.4644"
"04 Feb 10","0.4659"
"03 Feb 10","0.4602"
"02 Feb 10","0.4598"
"01 Feb 10","0.4585"
"29 Jan 10","0.4679"
"28 Jan 10","0.4571"
"27 Jan 10","0.4566"
"26 Jan 10","0.4538"
"25 Jan 10","0.4584"
"22 Jan 10","0.4552"
"21 Jan 10","0.4533"
"20 Jan 10","0.4542"
"19 Jan 10","0.4556"
"18 Jan 10","0.4548"
"15 Jan 10","0.4521"
"14 Jan 10","0.4545"
"13 Jan 10","0.453"
"12 Jan 10","0.449"
"11 Jan 10","0.4523"
"08 Jan 10","0.4546"
"07 Jan 10","0.4541"
"06 Jan 10","0.4534"
"05 Jan 10","0.4514"
"04 Jan 10","0.4487"
"31 Dec 09","0.4434"
"30 Dec 09","0.4489"
"29 Dec 09","0.448"
"24 Dec 09","0.4553"
"23 Dec 09","0.4557"
"22 Dec 09","0.4522"
"21 Dec 09","0.4512"
"18 Dec 09","0.4478"
"17 Dec 09","0.4437"
"16 Dec 09","0.4461"
"15 Dec 09","0.4506"
"14 Dec 09","0.4478"
"11 Dec 09","0.4504"
"10 Dec 09","0.4461"
"09 Dec 09","0.4429"
"08 Dec 09","0.4458"
"07 Dec 09","0.4491"
"04 Dec 09","0.4502"
"03 Dec 09","0.4522"
"02 Dec 09","0.4532"
"01 Dec 09","0.4517"
"30 Nov 09","0.4499"
"27 Nov 09","0.4503"
"26 Nov 09","0.454"
"25 Nov 09","0.4508"
"24 Nov 09","0.4527"
"23 Nov 09","0.4521"
"20 Nov 09","0.4516"
"19 Nov 09","0.4489"
"18 Nov 09","0.4509"
"17 Nov 09","0.4499"
"16 Nov 09","0.452"
"13 Nov 09","0.4505"
"12 Nov 09","0.4514"
"11 Nov 09","0.456"
"10 Nov 09","0.4514"
"09 Nov 09","0.4487"
"06 Nov 09","0.4523"
"05 Nov 09","0.4518"
"04 Nov 09","0.4462"
"03 Nov 09","0.4479"
"02 Nov 09","0.4498"
"30 Oct 09","0.4489"
"29 Oct 09","0.4527"
"28 Oct 09","0.4493"
"27 Oct 09","0.4521"
"26 Oct 09","0.4516"
"23 Oct 09","0.4571"
"22 Oct 09","0.4554"
"21 Oct 09","0.449"
"20 Oct 09","0.4514"
"19 Oct 09","0.4484"
"16 Oct 09","0.4506"
"15 Oct 09","0.4483"
"14 Oct 09","0.4465"
"13 Oct 09","0.4469"
"12 Oct 09","0.4465"
"09 Oct 09","0.4463"
"08 Oct 09","0.4411"
"07 Oct 09","0.4385"
"06 Oct 09","0.4356"
"05 Oct 09","0.4413"
"02 Oct 09","0.4428"
"01 Oct 09","0.4384"
"30 Sep 09","0.4203"
"29 Sep 09","0.43"
"28 Sep 09","0.4314"
"25 Sep 09","0.4317"
"24 Sep 09","0.4267"
"23 Sep 09","0.4282"
"22 Sep 09","0.4308"
"21 Sep 09","0.4287"
"18 Sep 09","0.4335"
"17 Sep 09","0.4319"
"16 Sep 09","0.4391"
"15 Sep 09","0.4397"
"14 Sep 09","0.438"
"11 Sep 09","0.4391"
"10 Sep 09","0.4223"
"09 Sep 09","0.4307"
"08 Sep 09","0.4351"
"07 Sep 09","0.4296"
"04 Sep 09","0.4267"
"03 Sep 09","0.4254"
"02 Sep 09","0.4232"
"01 Sep 09","0.4232"
"28 Aug 09","0.4352"
"27 Aug 09","0.4263"
"26 Aug 09","0.4223"
"25 Aug 09","0.4191"
"24 Aug 09","0.4252"
"21 Aug 09","0.4267"
"20 Aug 09","0.422"
"19 Aug 09","0.429"
"18 Aug 09","0.4254"
"17 Aug 09","0.4163"
"14 Aug 09","0.423"
"13 Aug 09","0.4191"
"12 Aug 09","0.4161"
"11 Aug 09","0.4191"
"10 Aug 09","0.4221"
"07 Aug 09","0.4219"
"06 Aug 09","0.4229"
"05 Aug 09","0.4201"
"04 Aug 09","0.4135"
"03 Aug 09","0.4145"
"31 Jul 09","0.4178"
"30 Jul 09","0.4166"
"29 Jul 09","0.4159"
"28 Jul 09","0.4192"
"27 Jul 09","0.4164"
"24 Jul 09","0.4211"
"23 Jul 09","0.4216"
"22 Jul 09","0.4154"
"21 Jul 09","0.4171"
"20 Jul 09","0.4188"
"17 Jul 09","0.4171"
"16 Jul 09","0.4104"
"15 Jul 09","0.4035"
"14 Jul 09","0.4122"
"13 Jul 09","0.4163"
"10 Jul 09","0.4198"
"09 Jul 09","0.4157"
"08 Jul 09","0.4158"
"07 Jul 09","0.4248"
"06 Jul 09","0.4171"
"03 Jul 09","0.43"
"02 Jul 09","0.416"
"01 Jul 09","0.4195"
"30 Jun 09","0.3711"
"29 Jun 09","0.4139"
"26 Jun 09","0.4119"
"25 Jun 09","0.413"
"24 Jun 09","0.4089"
"23 Jun 09","0.4067"
"22 Jun 09","0.411"
"19 Jun 09","0.409"
"18 Jun 09","0.3988"
"17 Jun 09","0.4153"
"16 Jun 09","0.4237"
"15 Jun 09","0.425"
"12 Jun 09","0.4277"
"11 Jun 09","0.4273"
"10 Jun 09","0.4204"
"09 Jun 09","0.427"
"08 Jun 09","0.4208"
"05 Jun 09","0.4183"
"04 Jun 09","0.4144"
"03 Jun 09","0.4241"
"02 Jun 09","0.4258"
"01 Jun 09","0.4336"
"29 May 09","0.4301"
"28 May 09","0.4199"
"27 May 09","0.4213"
"26 May 09","0.4177"
"22 May 09","0.4139"
"21 May 09","0.4076"
"20 May 09","0.4112"
"19 May 09","0.4122"
"18 May 09","0.4166"
"15 May 09","0.4184"
"14 May 09","0.4058"
"13 May 09","0.4005"
"12 May 09","0.4036"
"11 May 09","0.4101"
"08 May 09","0.4225"
"07 May 09","0.4175"
"06 May 09","0.3998"
"05 May 09","0.3978"
"01 May 09","0.4257"
"30 Apr 09","0.405"
"29 Apr 09","0.3936"
"28 Apr 09","0.3786"
"27 Apr 09","0.3916"
"24 Apr 09","0.3786"
"23 Apr 09","0.3908"
"22 Apr 09","0.4068"
"21 Apr 09","0.4153"
"20 Apr 09","0.4165"
"17 Apr 09","0.407"
"16 Apr 09","0.4163"
"15 Apr 09","0.4206"
"14 Apr 09","0.4182"
"09 Apr 09","0.4166"
"08 Apr 09","0.4111"
"07 Apr 09","0.4168"
"06 Apr 09","0.4145"
"03 Apr 09","0.4144"
"02 Apr 09","0.4315"
"01 Apr 09","0.4545"
"31 Mar 09","0.5027"
"30 Mar 09","0.45"
"27 Mar 09","0.4542"
"26 Mar 09","0.4529"
"25 Mar 09","0.4582"
"24 Mar 09","0.4494"
"23 Mar 09","0.4416"
"20 Mar 09","0.4464"
"19 Mar 09","0.433"
"18 Mar 09","0.4283"
"17 Mar 09","0.4334"
"16 Mar 09","0.453"
"13 Mar 09","0.4722"
"12 Mar 09","0.4773"
"11 Mar 09","0.5033"
"10 Mar 09","0.5048"
"09 Mar 09","0.4969"
"06 Mar 09","0.4787"
"05 Mar 09","0.5662"
"04 Mar 09","0.8708"
"03 Mar 09","0.8816"
"02 Mar 09","0.8378"
"27 Feb 09","0.9025"
"26 Feb 09","0.7522"
"25 Feb 09","0.6803"
"24 Feb 09","0.6964"
"23 Feb 09","0.7483"
"20 Feb 09","0.7767"
"19 Feb 09","0.8582"
"18 Feb 09","0.9506"
"17 Feb 09","0.9193"
"16 Feb 09","0.915"
"13 Feb 09","0.8334"
"12 Feb 09","0.7577"
"11 Feb 09","0.7649"
"10 Feb 09","0.7732"
"09 Feb 09","0.7951"
"06 Feb 09","0.8329"
"05 Feb 09","0.9987"
"04 Feb 09","1.3579"
"03 Feb 09","1.3088"
"02 Feb 09","1.3246"
"30 Jan 09","1.3414"
"29 Jan 09","1.3311"
"28 Jan 09","1.308"
"27 Jan 09","1.2526"
"26 Jan 09","1.2666"
"23 Jan 09","1.246"
"22 Jan 09","1.2493"
"21 Jan 09","1.2729"
"20 Jan 09","1.2947"
"19 Jan 09","1.3024"
"16 Jan 09","1.3196"
"15 Jan 09","1.2412"
"14 Jan 09","1.2146"
"13 Jan 09","1.2167"
"12 Jan 09","1.2091"
"09 Jan 09","1.2236"
"08 Jan 09","1.1551"
"07 Jan 09","1.6669"
"06 Jan 09","1.5881"
"05 Jan 09","1.5835"
"02 Jan 09","1.562"
"31 Dec 08","1.5373"
"30 Dec 08","1.5563"
"29 Dec 08","1.5677"
"24 Dec 08","1.5096"
"23 Dec 08","1.5097"
"22 Dec 08","1.5067"
"19 Dec 08","1.5021"
"18 Dec 08","1.4878"
"17 Dec 08","1.5722"
"16 Dec 08","1.5359"
"15 Dec 08","1.4773"
"12 Dec 08","1.531"
"11 Dec 08","1.4684"
"10 Dec 08","1.376"
"09 Dec 08","1.363"
"08 Dec 08","1.4278"
"05 Dec 08","1.4253"
"04 Dec 08","1.5024"
"03 Dec 08","2.6762"
"02 Dec 08","2.6021"
"01 Dec 08","2.5678"
"28 Nov 08","2.646"
"27 Nov 08","2.5565"
"26 Nov 08","2.408"
"25 Nov 08","2.4241"
"24 Nov 08","2.409"
"21 Nov 08","2.4394"
"20 Nov 08","2.4427"
"19 Nov 08","2.3935"
"18 Nov 08","2.4275"
"17 Nov 08","2.4232"
"14 Nov 08","2.4452"
"13 Nov 08","2.4732"
"12 Nov 08","2.4835"
"11 Nov 08","2.5487"
"10 Nov 08","2.6395"
"07 Nov 08","2.6805"
"06 Nov 08","3.2876"
"05 Nov 08","4.1729"
"04 Nov 08","4.1649"
"03 Nov 08","4.226"
"31 Oct 08","4.2961"
"30 Oct 08","4.286"
"29 Oct 08","4.3622"
"28 Oct 08","4.3773"
"27 Oct 08","4.3653"
"24 Oct 08","4.3245"
"23 Oct 08","4.0196"
"22 Oct 08","3.9165"
"21 Oct 08","4.084"
"20 Oct 08","4.0685"
"17 Oct 08","3.8702"
"16 Oct 08","4.1802"
"15 Oct 08","4.6566"
"14 Oct 08","4.8272"
"13 Oct 08","4.9456"
"10 Oct 08","5.2796"
"09 Oct 08","4.7688"
"08 Oct 08","4.9417"
"07 Oct 08","4.9778"
"06 Oct 08","4.5747"
"03 Oct 08","4.4401"
"02 Oct 08","4.2665"
"01 Oct 08","3.6365"
"30 Sep 08","5.0906"
"29 Sep 08","4.9538"
"26 Sep 08","4.6946"
"25 Sep 08","4.6471"
"24 Sep 08","4.475"
"23 Sep 08","4.0472"
"22 Sep 08","4.2779"
"19 Sep 08","4.5343"
"18 Sep 08","4.8679"
"17 Sep 08","4.9772"
"16 Sep 08","5.5838"
"15 Sep 08","5.3123"
"12 Sep 08","5.0122"
"11 Sep 08","5.0097"
"10 Sep 08","5.0075"
"09 Sep 08","5.0133"
"08 Sep 08","5.0199"
"05 Sep 08","5.0228"
"04 Sep 08","5.0183"
"03 Sep 08","5.0209"
"02 Sep 08","5.0238"
"01 Sep 08","5.0257"
"29 Aug 08","5.035"
"28 Aug 08","5.0017"
"27 Aug 08","4.9914"
"26 Aug 08","4.9961"
"22 Aug 08","4.9973"
"21 Aug 08","5.0014"
"20 Aug 08","5.0037"
"19 Aug 08","5.0021"
"18 Aug 08","4.9983"
"15 Aug 08","5.0083"
"14 Aug 08","5.0013"
"13 Aug 08","4.9885"
"12 Aug 08","4.9974"
"11 Aug 08","5.0043"
"08 Aug 08","5.0072"
"07 Aug 08","4.9925"
"06 Aug 08","4.9758"
"05 Aug 08","4.9836"
"04 Aug 08","4.9915"
"01 Aug 08","4.9634"
"31 Jul 08","4.9592"
"30 Jul 08","4.9814"
"29 Jul 08","5.0167"
"28 Jul 08","5.0225"
"25 Jul 08","5.031"
"24 Jul 08","5.0178"
"23 Jul 08","5.0077"
"22 Jul 08","5.0041"
"21 Jul 08","5.0067"
"18 Jul 08","5.0039"
"17 Jul 08","5.0155"
"16 Jul 08","5.018"
"15 Jul 08","5.023"
"14 Jul 08","5.017"
"11 Jul 08","5.0185"
"10 Jul 08","5.0082"
"09 Jul 08","5.0057"
"08 Jul 08","5.0175"
"07 Jul 08","4.9984"
"04 Jul 08","4.9996"
"03 Jul 08","4.993"
"02 Jul 08","5.011"
"01 Jul 08","5.0504"
"30 Jun 08","5.288"
"27 Jun 08","4.9931"
"26 Jun 08","4.9848"
"25 Jun 08","4.9829"
"24 Jun 08","5.0064"
"23 Jun 08","5.0143"
"20 Jun 08","5.0237"
"19 Jun 08","5.0286"
"18 Jun 08","5.035"
"17 Jun 08","5.0317"
"16 Jun 08","5.0291"
"13 Jun 08","5.0403"
"12 Jun 08","5.0301"
"11 Jun 08","5.0329"
"10 Jun 08","5.0429"
"09 Jun 08","5.0498"
"06 Jun 08","5.0232"
"05 Jun 08","5.0057"
"04 Jun 08","4.9972"
"03 Jun 08","5.0172"
"02 Jun 08","5.0277"
"30 May 08","5.0654"
"29 May 08","5.0286"
"28 May 08","5.0305"
"27 May 08","5.0351"
"23 May 08","5.0319"
"22 May 08","5.0346"
"21 May 08","5.0316"
"20 May 08","5.0244"
"19 May 08","5.0265"
"16 May 08","5.0225"
"15 May 08","5.0172"
"14 May 08","5.0165"
"13 May 08","5.0388"
"12 May 08","5.0291"
"09 May 08","5.0282"
"08 May 08","5.0179"
"07 May 08","5.0198"
"06 May 08","5.0292"
"02 May 08","5.0444"
"01 May 08","5.0548"
"30 Apr 08","5.0476"
"29 Apr 08","5.0337"
"28 Apr 08","5.0288"
"25 Apr 08","5.0096"
"24 Apr 08","4.9883"
"23 Apr 08","4.9782"
"22 Apr 08","5.0033"
"21 Apr 08","5.0127"
"18 Apr 08","5.0232"
"17 Apr 08","5.0088"
"16 Apr 08","5.0162"
"15 Apr 08","5.036"
"14 Apr 08","5.0246"
"11 Apr 08","5.022"
"10 Apr 08","5.0817"
"09 Apr 08","5.1692"
"08 Apr 08","5.1347"
"07 Apr 08","5.1643"
"04 Apr 08","5.1625"
"03 Apr 08","5.2278"
"02 Apr 08","5.2766"
"01 Apr 08","5.3105"
"31 Mar 08","5.4267"
"28 Mar 08","5.2552"
"27 Mar 08","5.2802"
"26 Mar 08","5.3579"
"25 Mar 08","5.3783"
"20 Mar 08","5.2841"
"19 Mar 08","5.2982"
"18 Mar 08","5.379"
"17 Mar 08","5.4005"
"14 Mar 08","5.2784"
"13 Mar 08","5.263"
"12 Mar 08","5.2767"
"11 Mar 08","5.2743"
"10 Mar 08","5.2829"
"07 Mar 08","5.2745"
"06 Mar 08","5.2573"
"05 Mar 08","5.2724"
"04 Mar 08","5.3053"
"03 Mar 08","5.3038"
"29 Feb 08","5.2976"
"28 Feb 08","5.2811"
"27 Feb 08","5.2838"
"26 Feb 08","5.2899"
"25 Feb 08","5.2925"
"22 Feb 08","5.287"
"21 Feb 08","5.2895"
"20 Feb 08","5.2918"
"19 Feb 08","5.2965"
"18 Feb 08","5.2928"
"15 Feb 08","5.2843"
"14 Feb 08","5.2797"
"13 Feb 08","5.2726"
"12 Feb 08","5.2807"
"11 Feb 08","5.284"
"08 Feb 08","5.2843"
"07 Feb 08","5.3056"
"06 Feb 08","5.5377"
"05 Feb 08","5.5163"
"04 Feb 08","5.5129"
"01 Feb 08","5.5164"
"31 Jan 08","5.5156"
"30 Jan 08","5.492"
"29 Jan 08","5.5048"
"28 Jan 08","5.4992"
"25 Jan 08","5.4815"
"24 Jan 08","5.4688"
"23 Jan 08","5.48"
"22 Jan 08","5.4817"
"21 Jan 08","5.5055"
"18 Jan 08","5.5024"
"17 Jan 08","5.5042"
"16 Jan 08","5.5112"
"15 Jan 08","5.5247"
"14 Jan 08","5.5271"
"11 Jan 08","5.5429"
"10 Jan 08","5.46"
"09 Jan 08","5.4583"
"08 Jan 08","5.5103"
"07 Jan 08","5.5345"
"04 Jan 08","5.5423"
"03 Jan 08","5.5262"
"02 Jan 08","5.535"
"31 Dec 07","5.7799"
"28 Dec 07","5.3446"
"27 Dec 07","5.4049"
"24 Dec 07","5.474"
"21 Dec 07","5.5017"
"20 Dec 07","5.5179"
"19 Dec 07","5.5318"
"18 Dec 07","5.5475"
"17 Dec 07","5.5562"
"14 Dec 07","5.5474"
"13 Dec 07","5.5591"
"12 Dec 07","5.6061"
"11 Dec 07","5.6358"
"10 Dec 07","5.6301"
"07 Dec 07","5.6336"
"06 Dec 07","5.6702"
"05 Dec 07","5.7842"
"04 Dec 07","5.7949"
"03 Dec 07","5.8118"
"30 Nov 07","5.8799"
"29 Nov 07","5.791"
"28 Nov 07","5.7841"
"27 Nov 07","5.7794"
"26 Nov 07","5.7859"
"23 Nov 07","5.772"
"22 Nov 07","5.7802"
"21 Nov 07","5.7799"
"20 Nov 07","5.835"
"19 Nov 07","5.8576"
"16 Nov 07","5.8274"
"15 Nov 07","5.8028"
"14 Nov 07","5.7996"
"13 Nov 07","5.7818"
"12 Nov 07","5.776"
"09 Nov 07","5.774"
"08 Nov 07","5.7634"
"07 Nov 07","5.7592"
"06 Nov 07","5.7607"
"05 Nov 07","5.7626"
"02 Nov 07","5.7542"
"01 Nov 07","5.756"
"31 Oct 07","5.8079"
"30 Oct 07","5.7684"
"29 Oct 07","5.7579"
"26 Oct 07","5.7514"
"25 Oct 07","5.7442"
"24 Oct 07","5.7507"
"23 Oct 07","5.7641"
"22 Oct 07","5.7676"
"19 Oct 07","5.7739"
"18 Oct 07","5.7814"
"17 Oct 07","5.7829"
"16 Oct 07","5.7852"
"15 Oct 07","5.7969"
"12 Oct 07","5.8096"
"11 Oct 07","5.7912"
"10 Oct 07","5.8026"
"09 Oct 07","5.805"
"08 Oct 07","5.7966"
"05 Oct 07","5.775"
"04 Oct 07","5.7604"
"03 Oct 07","5.7447"
"02 Oct 07","5.7604"
"01 Oct 07","5.7482"
"28 Sep 07","5.9288"
"27 Sep 07","5.7199"
"26 Sep 07","5.5805"
"25 Sep 07","5.6175"
"24 Sep 07","5.679"
"21 Sep 07","5.6781"
"20 Sep 07","5.7316"
"19 Sep 07","5.8017"
"18 Sep 07","5.964"
"17 Sep 07","6.1414"
"14 Sep 07","5.8318"
"13 Sep 07","5.7898"
"12 Sep 07","5.8166"
"11 Sep 07","5.8189"
"10 Sep 07","5.8252"
"07 Sep 07","5.8401"
"06 Sep 07","5.8219"
"05 Sep 07","5.8006"
"04 Sep 07","5.9913"
"03 Sep 07","6.1141"
"31 Aug 07","6.1242"
"30 Aug 07","5.9432"
"29 Aug 07","5.8175"
"28 Aug 07","5.8068"
"24 Aug 07","5.814"
"23 Aug 07","5.8057"
"22 Aug 07","5.8129"
"21 Aug 07","5.8318"
"20 Aug 07","5.9293"
"17 Aug 07","5.9935"
"16 Aug 07","5.8771"
"15 Aug 07","5.9009"
"14 Aug 07","5.9554"
"13 Aug 07","6.1851"
"10 Aug 07","6.49"
"09 Aug 07","6.0186"
"08 Aug 07","5.8038"
"07 Aug 07","5.8071"
"06 Aug 07","5.8112"
"03 Aug 07","5.8006"
"02 Aug 07","5.7914"
"01 Aug 07","5.7601"
"31 Jul 07","5.7774"
"30 Jul 07","5.7775"
"27 Jul 07","5.7749"
"26 Jul 07","5.7731"
"25 Jul 07","5.7715"
"24 Jul 07","5.7756"
"23 Jul 07","5.7781"
"20 Jul 07","5.7784"
"19 Jul 07","5.7925"
"18 Jul 07","5.7968"
"17 Jul 07","5.7971"
"16 Jul 07","5.8025"
"13 Jul 07","5.8012"
